XP_004513719.1,XP_004513719.1,100.000,241,0,0,1,241,1,241,0.0,495,100.00
XP_004513719.1,XP_004513719.1,100.000,241,0,0,1,241,1,241,0.0,495,100.00
XP_004513719.1,XP_004513719.1,100.000,241,0,0,1,241,1,241,0.0,495,100.00
XP_004513719.1,XP_004513723.1,94.191,241,0,1,1,241,1,227,4.07e-165,455,94.19
XP_004513719.1,XP_004513723.1,94.191,241,0,1,1,241,1,227,4.07e-165,455,94.19
XP_004513719.1,XP_004513723.1,94.191,241,0,1,1,241,1,227,4.07e-165,455,94.19
XP_004513719.1,XP_004485955.1,66.667,237,72,2,12,241,11,247,1.27e-107,310,78.90
XP_004513719.1,XP_004485955.1,66.667,237,72,2,12,241,11,247,1.27e-107,310,78.90
XP_004513719.1,XP_004485955.1,66.667,237,72,2,12,241,11,247,1.27e-107,310,78.90
XP_004513719.1,XP_012572521.1,66.667,237,72,2,12,241,19,255,1.27e-107,310,78.90
XP_004513719.1,XP_012572521.1,66.667,237,72,2,12,241,19,255,1.27e-107,310,78.90
XP_004513719.1,XP_012572521.1,66.667,237,72,2,12,241,19,255,1.27e-107,310,78.90
XP_004513719.1,XP_004485953.1,65.560,241,72,3,12,241,11,251,4.55e-105,304,77.59
XP_004513719.1,XP_004485953.1,65.560,241,72,3,12,241,11,251,4.55e-105,304,77.59
XP_004513719.1,XP_004485953.1,65.560,241,72,3,12,241,11,251,4.55e-105,304,77.59
XP_004513719.1,XP_012572503.1,65.560,241,72,3,12,241,19,259,4.69e-105,304,77.59
XP_004513719.1,XP_012572503.1,65.560,241,72,3,12,241,19,259,4.69e-105,304,77.59
XP_004513719.1,XP_012572503.1,65.560,241,72,3,12,241,19,259,4.69e-105,304,77.59
XP_004513719.1,XP_012572287.1,63.948,233,81,2,12,241,5,237,1.86e-102,297,80.26
XP_004513719.1,XP_012572287.1,63.948,233,81,2,12,241,5,237,1.86e-102,297,80.26
XP_004513719.1,XP_012572287.1,63.948,233,81,2,12,241,5,237,1.86e-102,297,80.26
XP_004513719.1,XP_004504256.1,63.948,233,81,2,12,241,5,237,1.96e-102,296,80.26
XP_004513719.1,XP_004504256.1,63.948,233,81,2,12,241,5,237,1.96e-102,296,80.26
XP_004513719.1,XP_004504256.1,63.948,233,81,2,12,241,5,237,1.96e-102,296,80.26
XP_004513719.1,XP_004504259.1,64.126,223,77,2,12,231,5,227,1.11e-97,284,80.72
XP_004513719.1,XP_004504259.1,64.126,223,77,2,12,231,5,227,1.11e-97,284,80.72
XP_004513719.1,XP_004504259.1,64.126,223,77,2,12,231,5,227,1.11e-97,284,80.72
XP_004513719.1,XP_012572289.1,64.126,223,77,2,12,231,5,227,1.33e-97,285,80.72
XP_004513719.1,XP_012572289.1,64.126,223,77,2,12,231,5,227,1.33e-97,285,80.72
XP_004513719.1,XP_012572289.1,64.126,223,77,2,12,231,5,227,1.33e-97,285,80.72
XP_004513719.1,XP_012572611.1,63.291,237,66,3,12,241,19,241,2.23e-96,281,73.42
